image,ssim,lpips,q,vit_pred,vit_fooled,dct_pred,dct_fooled,pair_score
TEST_REAL/001565_1024x1024.jpg,0.9997,0.0002,0.99975,Real,1,Real,1,1.9995
TEST_REAL/001549_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001538_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001559_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001564_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001504_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001535_1024x1024.jpg,0.9989,0.0033,0.9978,Real,1,Real,1,1.9956
TEST_REAL/001525_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001560_1024x1024.jpg,0.9995,0.0006,0.99945,Real,1,Real,1,1.999
TEST_REAL/001507_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001572_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001511_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001578_1024x1024.jpg,0.9996,0.0003,0.99965,Real,1,Real,1,1.9992
TEST_REAL/001503_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001517_1024x1024.jpg,0.9997,0.0002,0.99975,Real,1,Real,1,1.9995
TEST_REAL/001520_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001514_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001512_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001518_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001570_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001509_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001534_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001527_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001561_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001537_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001562_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001563_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001569_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001521_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001516_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001586_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001597_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001577_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001536_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001532_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001510_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001531_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001547_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001596_1024x1024.jpg,0.9999,0.0001,0.9999,Real,1,Real,1,1.9998
TEST_REAL/001540_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,1.9999
TEST_REAL/001575_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001583_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001579_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001590_1024x1024.jpg,0.9999,0.0001,0.9999,Real,1,Real,1,1.9998
TEST_REAL/001595_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001585_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001553_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001558_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001555_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001533_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001566_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001592_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001530_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001552_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001502_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001528_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001506_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001513_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001581_1024x1024.jpg,0.9995,0.0005,0.9995,Real,1,Real,1,1.999
TEST_REAL/001554_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001580_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001582_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001594_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001584_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001588_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001519_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001568_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001505_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001524_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001593_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001598_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001526_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001522_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001550_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001587_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001548_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_REAL/001571_1024x1024.jpg,1.0,0.0,1.0,Real,1,Real,1,2.0
TEST_FAKE/001573_1024x1024.png,0.9844,0.0113,0.98655,Real,1,Real,1,1.9731
TEST_FAKE/001600_1024x1024.png,0.9868,0.0103,0.98825,Real,1,Real,1,1.9766
TEST_FAKE/001526_1024x1024.png,0.9928,0.0058,0.9935,Real,1,Real,1,1.9871
TEST_FAKE/001580_1024x1024.png,0.996,0.0064,0.9948,Real,1,Real,1,1.9896
TEST_FAKE/001504_1024x1024.png,0.9897,0.012,0.98885,Real,1,Real,1,1.9777
TEST_FAKE/001513_1024x1024.png,0.9975,0.0017,0.9979,Real,1,Real,1,1.9958
TEST_FAKE/001596_1024x1024.png,0.9921,0.0052,0.99345,Real,1,Real,1,1.9869
TEST_FAKE/001594_1024x1024.png,0.9862,0.0083,0.98895,Real,1,Real,1,1.9779
TEST_FAKE/001575_1024x1024.png,0.9849,0.0112,0.98685,Real,1,Real,1,1.9737
TEST_FAKE/001578_1024x1024.png,0.9858,0.023,0.9814,Real,1,Real,1,1.9628
TEST_FAKE/001568_1024x1024.png,0.9912,0.0071,0.99205,Real,1,Real,1,1.9841
TEST_FAKE/001595_1024x1024.png,0.9947,0.0054,0.99465,Real,1,Real,1,1.9894
TEST_FAKE/001530_1024x1024.png,0.999,0.001,0.999,Real,1,Real,1,1.998
TEST_FAKE/001572_1024x1024.png,0.9889,0.01,0.98945,Real,1,Real,1,1.9789
TEST_FAKE/001545_1024x1024.png,0.9966,0.0017,0.99745,Real,1,Real,1,1.9949
TEST_FAKE/001517_1024x1024.png,0.9939,0.0067,0.9936,Real,1,Real,1,1.9872
TEST_FAKE/001523_1024x1024.png,0.9953,0.008,0.99365,Real,1,Real,1,1.9873
TEST_FAKE/001540_1024x1024.png,0.9897,0.0103,0.9897,Real,1,Real,1,1.9794
TEST_FAKE/001554_1024x1024.png,0.9743,0.0245,0.9749,Real,1,Real,1,1.9498
TEST_FAKE/001521_1024x1024.png,0.9951,0.0044,0.99535,Real,1,Real,1,1.9906
TEST_FAKE/001503_1024x1024.png,0.997,0.002,0.9975,Real,1,Real,1,1.995
TEST_FAKE/001567_1024x1024.png,0.9852,0.014,0.9856,Real,1,Real,1,1.9712
TEST_FAKE/001547_1024x1024.png,0.9959,0.0024,0.99675,Real,1,Real,1,1.9934
TEST_FAKE/001577_1024x1024.png,0.9918,0.0069,0.99245,Real,1,Real,1,1.9849
TEST_FAKE/001536_1024x1024.png,0.9927,0.0035,0.9946,Real,1,Real,1,1.9892
TEST_FAKE/001505_1024x1024.png,0.9966,0.0042,0.9962,Real,1,Real,1,1.9924
TEST_FAKE/001529_1024x1024.png,0.9911,0.0073,0.9919,Real,1,Real,1,1.9838
TEST_FAKE/001532_1024x1024.png,0.9968,0.0016,0.9976,Real,1,Real,1,1.9951
TEST_FAKE/001583_1024x1024.png,0.9975,0.0023,0.9976,Real,1,Real,1,1.9952
TEST_FAKE/001589_1024x1024.png,0.9775,0.009,0.98425,Real,1,Real,1,1.9685
TEST_FAKE/001546_1024x1024.png,0.9857,0.016,0.98485,Real,1,Real,1,1.9697
TEST_FAKE/001534_1024x1024.png,0.9966,0.0025,0.99705,Real,1,Real,1,1.9941
TEST_FAKE/001511_1024x1024.png,0.9939,0.0037,0.9951,Real,1,Real,1,1.9902
TEST_FAKE/001535_1024x1024.png,0.9893,0.0164,0.98645,Real,1,Real,1,1.9729
TEST_FAKE/001581_1024x1024.png,0.9878,0.0103,0.98875,Real,1,Real,1,1.9775
TEST_FAKE/001593_1024x1024.png,0.9835,0.0142,0.98465,Real,1,Real,1,1.9693
TEST_FAKE/001544_1024x1024.png,0.9903,0.0062,0.99205,Real,1,Real,1,1.9841
TEST_FAKE/001528_1024x1024.png,0.9924,0.0028,0.9948,Real,1,Real,1,1.9897
TEST_FAKE/001515_1024x1024.png,0.999,0.001,0.999,Real,1,Real,1,1.9979
TEST_FAKE/001550_1024x1024.png,0.9953,0.0052,0.99505,Real,1,Real,1,1.9901
TEST_FAKE/001531_1024x1024.png,0.9982,0.0015,0.99835,Real,1,Real,1,1.9967
TEST_FAKE/001599_1024x1024.png,0.997,0.0022,0.9974,Real,1,Real,1,1.9948
TEST_FAKE/001552_1024x1024.png,0.9951,0.0031,0.996,Real,1,Real,1,1.992
TEST_FAKE/001542_1024x1024.png,0.9908,0.01,0.9904,Real,1,Real,1,1.9808
TEST_FAKE/001576_1024x1024.png,0.9798,0.0237,0.97805,Real,1,Real,1,1.9561
TEST_FAKE/001559_1024x1024.png,0.9797,0.0194,0.98015,Real,1,Real,1,1.9604
TEST_FAKE/001543_1024x1024.png,0.9968,0.0027,0.99705,Real,1,Real,1,1.994
TEST_FAKE/001508_1024x1024.png,0.9828,0.0099,0.98645,Real,1,Real,1,1.9729
TEST_FAKE/001579_1024x1024.png,0.9935,0.0042,0.99465,Real,1,Real,1,1.9894
TEST_FAKE/001501_1024x1024.png,0.9944,0.0073,0.99355,Real,1,Real,1,1.987
TEST_FAKE/001551_1024x1024.png,0.9748,0.0212,0.9768,Real,1,Real,1,1.9536
TEST_FAKE/001561_1024x1024.png,0.9935,0.0038,0.99485,Real,1,Real,1,1.9897
TEST_FAKE/001533_1024x1024.png,0.997,0.0038,0.9966,Real,1,Real,1,1.9931
TEST_FAKE/001510_1024x1024.png,0.9746,0.0086,0.983,Real,1,Real,1,1.9659
TEST_FAKE/001502_1024x1024.png,0.9924,0.0042,0.9941,Real,1,Real,1,1.9882
TEST_FAKE/001555_1024x1024.png,0.9982,0.0011,0.99855,Real,1,Real,1,1.9971
TEST_FAKE/001518_1024x1024.png,0.994,0.0022,0.9959,Real,1,Real,1,1.9919
TEST_FAKE/001549_1024x1024.png,0.9974,0.0018,0.9978,Real,1,Real,1,1.9956
TEST_FAKE/001507_1024x1024.png,0.9927,0.0063,0.9932,Real,1,Real,1,1.9864
TEST_FAKE/001592_1024x1024.png,0.9967,0.0032,0.99675,Real,1,Real,1,1.9935
TEST_FAKE/001591_1024x1024.png,0.9869,0.0094,0.98875,Real,1,Real,1,1.9776
TEST_FAKE/001527_1024x1024.png,0.9839,0.0114,0.98625,Real,1,Real,1,1.9725
TEST_FAKE/001506_1024x1024.png,0.9941,0.0046,0.99475,Real,1,Real,1,1.9895
TEST_FAKE/001584_1024x1024.png,0.9873,0.0141,0.9866,Real,1,Real,1,1.9732
TEST_FAKE/001587_1024x1024.png,0.982,0.0151,0.98345,Real,1,Real,1,1.9669
TEST_FAKE/001522_1024x1024.png,0.9887,0.011,0.98885,Real,1,Real,1,1.9777
TEST_FAKE/001574_1024x1024.png,0.9951,0.003,0.99605,Real,1,Real,1,1.992
TEST_FAKE/001539_1024x1024.png,0.967,0.0191,0.97395,Real,1,Real,1,1.9478
TEST_FAKE/001519_1024x1024.png,0.9927,0.0056,0.99355,Real,1,Real,1,1.9871
TEST_FAKE/001560_1024x1024.png,0.9968,0.0021,0.99735,Real,1,Real,1,1.9947
TEST_FAKE/001514_1024x1024.png,0.9848,0.0199,0.98245,Real,1,Real,1,1.9649
TEST_FAKE/001590_1024x1024.png,0.9945,0.007,0.99375,Real,1,Real,1,1.9875
TEST_FAKE/001553_1024x1024.png,0.9977,0.002,0.99785,Real,1,Real,1,1.9958
TEST_FAKE/001597_1024x1024.png,0.9938,0.008,0.9929,Real,1,Real,1,1.9858
TEST_FAKE/001558_1024x1024.png,0.9879,0.0116,0.98815,Real,1,Real,1,1.9763
TEST_FAKE/001571_1024x1024.png,0.9845,0.0231,0.9807,Real,1,Real,1,1.9614
TEST_FAKE/001570_1024x1024.png,0.9894,0.0074,0.991,Real,1,Real,1,1.982
TEST_FAKE/001541_1024x1024.png,0.98,0.0152,0.9824,Real,1,Real,1,1.9649
TEST_FAKE/001557_1024x1024.png,0.9931,0.0066,0.99325,Real,1,Real,1,1.9866
TEST_FAKE/001524_1024x1024.png,0.9908,0.0154,0.9877,Real,1,Real,1,1.9754
TEST_FAKE/001512_1024x1024.png,0.9923,0.0042,0.99405,Real,1,Real,1,1.988
TEST_FAKE/001582_1024x1024.png,0.9443,0.0286,0.95785,Real,1,Real,1,1.9156
TEST_FAKE/001520_1024x1024.png,0.9907,0.0103,0.9902,Real,1,Real,1,1.9804
TEST_FAKE/001566_1024x1024.png,0.9909,0.0081,0.9914,Real,1,Real,1,1.9828
TEST_FAKE/001563_1024x1024.png,0.9968,0.0016,0.9976,Real,1,Real,1,1.9952
TEST_FAKE/001569_1024x1024.png,0.9917,0.007,0.99235,Real,1,Real,1,1.9846
TEST_FAKE/001598_1024x1024.png,0.9653,0.048,0.95865,Real,1,Real,1,1.9173
TEST_FAKE/001585_1024x1024.png,0.9885,0.0096,0.98945,Real,1,Real,1,1.9789
TEST_FAKE/001548_1024x1024.png,0.9846,0.0106,0.987,Real,1,Real,1,1.974
TEST_FAKE/001564_1024x1024.png,0.9905,0.0071,0.9917,Real,1,Real,1,1.9834
TEST_FAKE/001588_1024x1024.png,0.9959,0.0031,0.9964,Real,1,Real,1,1.9929
TEST_FAKE/001586_1024x1024.png,0.9938,0.0059,0.99395,Real,1,Real,1,1.9879
TEST_FAKE/001562_1024x1024.png,0.9907,0.0152,0.98775,Real,1,Real,1,1.9755
TEST_FAKE/001556_1024x1024.png,0.9413,0.0458,0.94775,Real,1,Real,1,1.8955
TEST_FAKE/001509_1024x1024.png,0.9968,0.0023,0.99725,Real,1,Real,1,1.9945
TEST_FAKE/001538_1024x1024.png,0.9352,0.0293,0.95295,Real,1,Real,1,1.9059
TEST_FAKE/001565_1024x1024.png,0.9839,0.0107,0.9866,Real,1,Real,1,1.9732
TEST_FAKE/001525_1024x1024.png,0.9951,0.0037,0.9957,Real,1,Real,1,1.9914
TEST_FAKE/001516_1024x1024.png,0.997,0.0028,0.9971,Real,1,Real,1,1.9942
TEST_FAKE/001537_1024x1024.png,0.9913,0.0055,0.9929,Real,1,Real,1,1.9858
